index;VFA_geq;TAN_geq;IC_geq;FOS_geq;TAC_geq;FOS_TAC;total_alcalinity;VFA_mmol;TAN_mmol;IC_mmol;pH_initial;conductivity_initial;0_1;0_2;0_3;0_4;0_5;101_0;101_1;101_2;101_3;101_4;101_5;102_0;102_1;102_2;102_3;102_4;102_5;103_0;103_1;103_2;103_3;103_4;103_5;201_pKa_acetatic/acetate;201_pKa_H2CO3/HCO3;201_pKa_HCO3/CO32;201_pKa_fb_vfa_1;201_pKa_fb_vfa_2;201_pKa_fb_nh4_1;201_pKa_fb_nh4_2;202_pKa_acetatic/acetate;202_pKa_NH4/NH3;202_pKa_unknown_pH6;202_pKa_fb_vfa_1;202_pKa_fb_vfa_2;203_pKa_acetatic/acetate;203_pKa_NH4/NH3;203_pKa_unknown_pH6;203_pKa_fb_vfa_1;203_pKa_fb_vfa_2;203_pKa_fb_nh4_1;203_pKa_fb_nh4_2;204_pKa_acetatic/acetate;204_pKa_NH4/NH3;204_pKa_unknown_pH6;204_pKa_fb_vfa_1;204_pKa_fb_vfa_2;204_pKa_fb_nh4_1;204_pKa_fb_nh4_2;301_time;301_acetatic/acetate;301_H2CO3/HCO3;301_HCO3/CO32;301_fb_vfa_1;301_fb_vfa_2;301_fb_nh4_1;301_fb_nh4_2;302_time;302_acetatic/acetate;302_NH4/NH3;303_time;303_acetatic/acetate;303_NH4/NH3;303_unknown_pH6;303_fb_vfa_1;303_fb_vfa_2;303_fb_nh4_1;303_fb_nh4_2;303_lambda_unknown_pH6;304_if_fb;503_RMSE_VFA_pka_th;503_RMSE_pH6_pka_th;503_RMSE_VFA_pH6_pka_th;503_RMSE_TAN_pka_th;503_RMSE_global_pka_th;503_diff_VFA_pka_th;503_diff_pH6_pka_th;503_diff_VFA_pH6_pka_th;503_diff_TAN_pka_th;503_diff_global_pka_th;503_RMSE_VFA_pka_exp;503_RMSE_pH6_pka_exp;503_RMSE_VFA_pH6_pka_exp;503_RMSE_TAN_pka_exp;503_RMSE_global_pka_exp;503_diff_VFA_pka_exp;503_diff_pH6_pka_exp;503_diff_VFA_pH6_pka_exp;503_diff_TAN_pka_exp;503_diff_global_pka_exp;504_distance_pka_VFA;504_distance_pka_TAN;505_VFA_CI;505_TAN_CI
Equimeth_20220218_1;0.3839;2.6721;;;;;;6.3995;190871;;8.1687;2.2108;2022-02-18_01_SNAC121906_src.csv;SNAC121906;18/02/22;1.91;1.39;False;;;;;Too many outliers;True;;;;;Noise:25.503. Treshold: 100. s: [0.0139];False;;too many pics in important section(s) of the signal;;;Noise:0.0108. Treshold: 100. s: 0.2;;;;9.74;5.85;;;;9.74;5.85;;;5.09;9.29;5.96;9.7;;;9.67;4.8;9.74;5.85;;;;;;;;;;;;;;;;0 days 00:04:31.160295;0.0024;0.07182;0.00792;;;;;10.88293;yes_run;0.0032;0.00037;0.00037;0.00382;0.00308;0.00032;0.00008;0.00012;-0.00022;0.00045;0.00321;0.00042;0.00037;0.00379;0.00308;0.00032;0.00011;0.00012;-0.00053;0.00045;154;69;;4312
Equimeth_20220223_1;0.2063;3.2336;16.5231;23.6629;21.4752;1.1018;27.4912;3.4386;230.9776;330463;8.0755;2.2998;2022-02-23_01_SNAC121906_src.csv;SNAC121906;23/02/22;1.98;1.42;True;;;;;Noise:61.6426. Treshold: 300. s: [0.0497];True;;;;;Noise:30.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0111. Treshold: 100. s: 0.2;;;;9.58;5.92;;;;9.58;5.92;;;;9.49;;5.28;;;;4.8;9.54;5.92;;;;;0 days 00:03:18.972847;0.07532;0.1669;;;;;;;;;0 days 00:05:24.845181;0.00122;0.08209;0.00805;;;;;4.52288;yes_run;0.00139;0.00054;0.0005;0.00159;0.00136;0.00001;-0.00001;0.00008;-0.00009;0.0001;0.00139;0.00053;0.0005;0.00152;0.00136;0.00001;-0.00002;0.00009;-0.00018;0.0001;152;35;;2187
StepGinestous_20220225_1;0.1862;0.773;4.2433;2.1531;4.6528;0.4627;5.2002;3.1035;55.2162;84.8664;7.2196;0.675;2022-02-25_01_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.25;True;;;;;Noise:23.8613. Treshold: 300. s: [0.0469];True;;;;;Noise:22.4121. Treshold: 100. s: [0.0123];True;;;;;Noise:0.0052. Treshold: 100. s: 0.05;;6.21;;9.64;;;;;9.64;6.21;;;5.16;9.45;;;;;;5.16;9.55;6.21;;;;;0 days 00:03:24.369803;0.00948;0.08486;;;;;;;;;0 days 00:06:46.988122;0.00247;0.04406;0.00289;;;;;1.08196;yes_run;0.00195;0.00099;0.0018;0.00122;0.01775;0.00111;0.0004;0.00092;6e-05;0.00977;0.00195;0.00103;0.00182;0.00125;0.01775;0.00111;0.00044;0.00095;9e-05;0.00977;1.11;0.027;;1.687
StepGinestous_20220228_1;0.2276;0.8727;4.1338;1.7441;4.5562;0.3828;4.9996;3.794;62.337;82.6764;7.0647;0.6548;2022-02-28_01_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.25;True;;;;;Noise:15.8389. Treshold: 300. s: [0.0141];True;;;;;Noise:40.8344. Treshold: 100. s: [0.0393];True;;;;;Noise:0.0042. Treshold: 100. s: 0.05;;;;3.05;9.66;;;;9.66;;3.05;;;9.53;;5.6;;;;4.8;9.6;5.95;;;;;0 days 00:03:48.942879;0.01392;0.08267;;;;;;;;;0 days 00:10:28.423772;0.00302;0.04974;0.00438;;;;;3.39641;yes_run;0.00264;0.0015;0.00261;0.00131;0.0166;0.00162;0.00055;0.00135;0.00014;0.00936;0.00264;0.00163;0.00268;0.00141;0.0166;0.00162;0.00067;0.00145;0.00022;0.00936;1.129;0.057;;3.562
StepGinestous_20220228_2;0.2634;0.8756;3.7706;2.076;4.7267;0.4392;5.2545;4.3915;62.5482;75.4129;7.3671;0.6778;2022-02-28_02_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.27;True;;;;;Noise:24.6681. Treshold: 300. s: [0.0711];True;;;;;Noise:29.2281. Treshold: 100. s: [0.013];True;;;;;Noise:0.004. Treshold: 100. s: 0.05;;;;9.68;;;;;9.68;;;;;9.56;;5.29;;;;4.8;9.62;5.99;;;;;0 days 00:04:06.798371;0.01313;0.07541;;;;;;;;;0 days 00:08:06.650923;0.00343;0.04892;0.00265;;;;;1.88923;yes_run;0.00244;0.00135;0.00226;0.00151;0.01797;0.00146;0.00047;0.00102;0.00017;0.01031;0.00244;0.00154;0.00236;0.00171;0.01797;0.00146;0.00075;0.00118;0.00036;0.01031;1.148;0.095;;5.937
Mydibel_20220301_1;1.3832;;5.518;4.4861;7.3342;0.6116;8.4747;23.0537;;110.3608;7.5297;1.6119;2022-03-01_01_SNAC111911_src.csv;SNAC111911;24/02/22;1.96;1.14;True;;;;;Noise:35.0003. Treshold: 300. s: [0.01];True;;;;;Noise:31.319. Treshold: 100. s: [0.0132];False;;too many pics in important section(s) of the signal;;;Noise:0.0218. Treshold: 100. s: 0.2;4.95;;;9.97;;;;4.95;;;9.97;;4.76;9.54;;;9.74;9.95;;4.95;9.31;5.97;9.97;;;;0 days 00:00:35.642347;0.00504;0.0563;;;;;;;;;0 days 00:02:22.041904;0.01028;;0.00055;0.05005;;;;8.69525;yes_run;0.00208;9e-05;0.00011;0.0023;0.00226;-0.00044;2e-05;1e-05;0.00029;0.00021;0.00208;9e-05;0.0001;0.00226;0.00226;-0.00044;4e-05;-0.0;0.00046;0.00021;0.16;0.731;;35.343
StepGinestous_20220302_4;0.2964;0.947;3.7956;2.0997;4.6847;0.4482;5.2186;4.9409;67.6499;75.9125;7.2023;0.6404;2022-03-02_04_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.26;True;;;;;Noise:24.3507. Treshold: 300. s: [0.0493];True;;;;;Noise:14.7209. Treshold: 100. s: [0.0233];True;;;;;Noise:0.0038. Treshold: 100. s: 0.05;4.74;;;9.61;;;;4.74;9.61;;;;;9.62;;5.94;;;;4.74;9.61;5.99;;;;;0 days 00:02:27.561309;0.01599;0.07591;;;;;;;;;0 days 00:06:56.670646;0.0039;0.05349;0.00207;;;;;6.20146;yes_run;0.00288;0.00195;0.00272;0.0012;0.01673;0.0019;0.0004;0.00141;0.00042;0.00936;0.00288;0.00218;0.00286;0.00152;0.01673;0.0019;0.00074;0.0016;0.00063;0.00936;1.032;0.092;;5.75
StepGinestous_20220302_5;0.2552;0.9391;3.5978;1.9758;4.7902;0.4124;5.2926;4.2538;67.0832;71.9568;7.5382;0.671;2022-03-02_05_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.27;True;;;;;Noise:27.3264. Treshold: 300. s: [0.0292];True;;;;;Noise:23.5551. Treshold: 100. s: [0.0121];True;;;;;Noise:0.0038. Treshold: 100. s: 0.05;;;;9.71;;;;;9.71;;;;;9.59;;5.35;;;;4.8;9.65;5.99;;;;;0 days 00:03:09.403539;0.01133;0.07195;;;;;;;;;0 days 00:07:36.367529;0.00333;0.05255;0.00282;;;;;1.00975;yes_run;0.0027;0.00164;0.0027;0.00157;0.01651;0.00163;0.00047;0.0013;0.00028;0.00937;0.0027;0.00189;0.00281;0.00171;0.01651;0.00163;0.00082;0.00147;0.00046;0.00937;1.148;0.096;;6.0
StepGinestous_20220304_2;;;3.8814;2.0752;4.6345;0.4477;5.1621;;;77.6289;7.1854;0.6687;2022-03-04_02_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.26;True;;;;;Noise:18.7567. Treshold: 300. s: [0.0326];False;;too many pics in important section(s) of the signal;;;Noise:936.8592. Treshold: 100. s: [0.0001];True;;;;;Noise:0.0037. Treshold: 100. s: 0.05;;6.26;10.35;9.76;;;;;9.34;5.9;9.76;;;9.67;;10.43;;10.51;;;;;;;;;0 days 00:02:51.164846;0.00706;0.07762;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;1.117;;;
StepGinestous_20220304_3;0.1229;0.8981;3.7109;2.0559;4.8933;0.4201;5.416;2.0487;64.154;74.2195;7.5759;0.684;2022-03-04_03_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.27;True;;;;;Noise:16.6676. Treshold: 300. s: [0.0205];True;;;;;Noise:81.7826. Treshold: 100. s: [0.0112];True;;;;;Noise:0.003. Treshold: 100. s: 0.05;;;;9.74;6.92;;;;9.74;;6.92;;5.18;9.67;;;;;;5.18;9.7;6.0;;;;;0 days 00:03:07.283768;0.0129;0.07421;;;;;;;;;0 days 00:08:27.336094;0.0016;0.05013;0.00112;;;;;1.00877;yes_run;0.00215;0.00142;0.00207;0.00105;0.01651;0.00147;0.00068;0.00124;0.00029;0.0093;0.00215;0.00166;0.00217;0.00122;0.01651;0.00147;0.001;0.00137;0.00042;0.0093;1.149;0.11;;6.875
StepGinestous_20220307_1;;;4.158;2.2607;4.7844;0.4725;5.3591;;;83.1608;7.345;0.6734;2022-03-07_01_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.26;True;;;;;Noise:18.8755. Treshold: 300. s: [0.0222];False;;too many pics in important section(s) of the signal;;;Noise:80.6643. Treshold: 100. s: [0.0286];True;;;;;Noise:0.0034. Treshold: 100. s: 0.05;;6.16;;9.76;6.8;;;;9.76;6.16;6.8;7.6;;9.69;;5.89;;;;;;;;;;;0 days 00:03:02.422258;0.00764;0.08316;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;1.147;;;
StepGinestous_20220307_2;0.3602;0.9272;3.5163;2.0666;4.9404;0.4183;5.4659;6.0042;66.2348;70.3267;7.5901;0.6752;2022-03-07_02_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.0;1.28;True;;;;;Noise:21.2276. Treshold: 300. s: [0.0399];True;;;;;Noise:14.1409. Treshold: 100. s: [0.0233];True;;;;;Noise:0.0034. Treshold: 100. s: 0.05;;;;9.76;;;;;9.76;;;;4.77;9.64;;;;;;4.77;9.7;6.03;;;;;0 days 00:02:49.510745;0.008;0.07032;;;;;;;;;0 days 00:08:59.912334;0.00467;0.05158;0.00244;;;;;2.38174;yes_run;0.00267;0.00126;0.00252;0.0016;0.01751;0.00164;0.00034;0.00102;0.0002;0.01013;0.00267;0.0016;0.00269;0.00188;0.01751;0.00164;0.00076;0.0013;0.00042;0.01013;1.148;0.131;;8.187
StepGinestous_20220309_2;0.6168;1.0437;3.905;2.1121;4.9244;0.4289;5.4614;10.2801;74.5541;78.1;7.288;0.6721;2022-03-09_02_SNAC04450191_src.csv;SNAC04450191;24/02/22;2.03;1.18;True;;;;;Noise:28.6414. Treshold: 300. s: [0.0544];True;;;;;Noise:24.7002. Treshold: 100. s: [0.0138];False;;too many pics in important section(s) of the signal;;;Noise:0.0014. Treshold: 100. s: 0.005;;;;9.63;;;;;9.63;;;;5.19;9.64;6.21;2.66;;;2.55;4.8;9.63;6.03;;;;;0 days 00:01:56.107194;0.00833;0.03847;;;;;;;;;0 days 00:04:50.845491;0.00427;0.03101;0.00035;;;;;15.0;yes_run;0.00218;0.00142;0.00201;0.0012;0.01322;0.00115;0.0002;0.00069;-0.00033;0.00782;0.00218;0.00153;0.00214;0.00109;0.01322;0.00115;0.00062;0.00091;-0.0004;0.00782;0.599;0.14;;8.75
StepGinestous_20220309_4;0.4992;1.0852;4.0866;2.1228;4.9953;0.4249;5.535;8.3202;77.5173;81.7331;7.4187;0.6934;2022-03-09_04_SNAC04450191_src.csv;SNAC04450191;24/02/22;1.9;1.2;True;;;;;Noise:32.1657. Treshold: 300. s: [0.0784];True;;;;;Noise:24.9508. Treshold: 100. s: [0.0348];True;;;;;Noise:0.0032. Treshold: 100. s: 0.05;;;;9.86;;;;;9.86;;;;;9.38;;6.31;;;;4.8;9.62;6.04;;;;;0 days 00:02:12.472730;0.00791;0.04301;;;;;;;;;0 days 00:04:26.680498;0.00363;0.03388;0.0;;;;;1.45524;yes_run;0.0028;0.00103;0.00151;0.00296;0.01267;0.00096;-0.0;0.00041;-0.00031;0.00728;0.0028;0.00106;0.00162;0.00314;0.01267;0.00096;0.00032;0.00059;0.00011;0.00728;0.573;0.139;;8.687
StepGinestous_20220311_1;0.1778;1.1735;3.6169;2.0002;4.8018;0.4165;5.3103;2.9639;83.8268;72.3384;7.3222;0.6758;2022-03-11_01_SNAC04450191_src.csv;SNAC04450191;11/03/22;1.52;1.14;True;;;;;Noise:23.9069. Treshold: 300. s: [0.0112];True;;;;;Noise:23.4762. Treshold: 100. s: [0.0118];True;;;;;Noise:0.0045. Treshold: 100. s: 0.05;;;;9.85;5.95;;;;9.85;5.95;;;;9.38;;5.67;;;;4.8;9.62;5.95;;;;;0 days 00:01:38.732860;0.00572;0.04759;;;;;;;;;0 days 00:05:50.264551;0.00169;0.04799;0.00317;;;;;1.0;yes_run;0.00433;0.00084;0.00152;0.00388;0.00805;0.00235;0.00038;0.00078;0.00086;0.00489;0.00434;0.00105;0.00162;0.00435;0.00805;0.00236;0.00059;0.00091;0.00147;0.00489;0.151;0.12;;7.5
StepGinestous_20220311_2;;;3.7567;2.1397;5.0746;0.4216;5.6186;;;75.1353;7.4281;0.6913;2022-03-11_02_SNAC04450191_src.csv;SNAC04450191;11/03/22;1.65;1.15;True;;;;;Noise:25.0001. Treshold: 300. s: [0.0099];False;;too many pics in important section(s) of the signal;;;Noise:79.5563. Treshold: 100. s: [0.0158];True;;;;;Noise:0.0053. Treshold: 100. s: 0.05;4.72;;;;9.6;;;4.72;9.6;5.93;3.67;10.73;;;;5.54;;9.96;;;;;;;;;0 days 00:01:39.177826;0.00765;0.04553;;;;;;;;;;;;;;;;;;no_run;;;;;;;;;;;;;;;;;;;;;0.15;;;
StepGinestous_20220314_1;0.26;1.1293;3.6389;2.204;5.0367;0.4375;5.597;4.3335;80.6645;72.7794;7.339;0.6994;2022-03-14_01_SNAC04450191_src.csv;SNAC04450191;11/03/22;1.9;1.15;True;;;;;Noise:27.3938. Treshold: 300. s: [0.0203];True;;;;;Noise:12.317. Treshold: 100. s: [0.0157];True;;;;;Noise:0.0052. Treshold: 100. s: 0.05;;;;9.79;7.64;;;;9.79;;7.64;;;9.66;;5.53;;;;4.8;9.72;6.05;;;;;0 days 00:02:06.679298;0.0055;0.0383;;;;;;;;;0 days 00:03:59.834510;0.00197;0.03673;0.00117;;;;;1.0;yes_run;0.0027;0.00096;0.00227;0.00131;0.00781;0.00205;-1e-05;0.00104;0.00089;0.00485;0.0027;0.00125;0.00259;0.00172;0.00781;0.00205;0.00036;0.00141;0.00114;0.00485;0.213;0.153;;9.562
StepGinestous_20220314_2;0.2745;1.132;3.8355;2.2248;4.9491;0.4495;5.5147;4.5754;80.864;76.7119;7.4582;0.6912;2022-03-14_02_SNAC04450191_src.csv;SNAC04450191;11/03/22;1.89;1.12;True;;;;;Noise:35.7763. Treshold: 300. s: [0.0139];True;;;;;Noise:11.7878. Treshold: 100. s: [0.011];True;;;;;Noise:0.0055. Treshold: 100. s: 0.05;4.6;6.17;;9.78;;;;4.6;9.78;6.17;;;;8.94;;5.79;;;;4.6;9.36;6.17;;;;;0 days 00:01:24.702308;0.00084;0.04058;;;;;;;;;0 days 00:03:11.254757;0.00214;0.03795;0.00406;;;;;1.0;yes_run;0.00558;0.00114;0.00186;0.00475;0.00888;0.00268;0.0001;0.00083;-5e-05;0.0054;0.00558;0.00134;0.00201;0.0056;0.00888;0.00268;0.0003;0.00105;0.00117;0.0054;0.151;0.154;;9.625
StepGinestous_20220316_1;0.3232;0.9232;4.0374;2.15;5.3734;0.4001;5.92;5.3868;65.9454;80.7497;7.3336;0.7184;2022-03-16_01_SNAC04450191_src.csv;SNAC04450191;11/03/22;2.0;1.16;True;;;;;Noise:17.4079. Treshold: 300. s: [0.02];True;;;;;Noise:22.3779. Treshold: 100. s: [0.0178];True;;;;;Noise:0.0055. Treshold: 100. s: 0.05;;;;3.14;9.92;;;;9.92;;3.14;;4.84;8.98;;;;;;4.84;9.45;6.0;;;;;0 days 00:02:17.270742;0.00802;0.04037;;;;;;;;;0 days 00:02:53.213824;0.0023;0.02827;0.00139;;;;;1.0;yes_run;0.0029;0.00086;0.00191;0.00244;0.0072;0.00172;0.00017;0.00089;0.00037;0.00417;0.0029;0.00106;0.00209;0.00246;0.0072;0.00172;0.00039;0.00111;0.0004;0.00417;0.153;0.107;;6.687
StepGinestous_20220316_2;0.2459;1.1022;3.9685;2.1881;5.1256;0.4268;5.682;4.0997;78.7288;79.3719;7.4722;0.7079;2022-03-16_02_SNAC04450191_src.csv;SNAC04450191;11/03/22;2.0;1.12;True;;;;;Noise:26.8842. Treshold: 300. s: [0.0398];True;;;;;Noise:24.5087. Treshold: 100. s: [0.0734];True;;;;;Noise:0.0064. Treshold: 100. s: 0.05;;;;9.79;;;;;9.79;;;;;8.95;;5.83;;;;4.8;9.37;6.04;;;;;0 days 00:01:07.791804;0.00459;0.03968;;;;;;;;;0 days 00:02:57.764380;0.00182;0.03507;0.00261;;;;;1.0;yes_run;0.00476;0.00107;0.00186;0.00437;0.00807;0.00229;-0.00034;0.00062;0.00015;0.00484;0.00476;0.00128;0.00201;0.00501;0.00807;0.00229;-0.0;0.00085;0.00107;0.00484;0.152;0.138;;8.625
BiogazServices_20220321_2;0.2314;2.1513;11.3984;4.3495;13.3083;0.3268;14.4141;3.8567;153.6686;227.9682;7.8681;0.527;2022-03-21_02_SNAC04450207_src.csv;SNAC04450207;17/03/22;2.27;1.18;True;;;;;Noise:15.7927. Treshold: 300. s: [0.0152];True;;;;;Noise:48.8297. Treshold: 100. s: [0.0532];True;;;;;Noise:0.0039. Treshold: 100. s: 0.05;;;;9.9;6.75;;;;9.9;;6.75;;;9.88;;5.79;;;;4.8;9.89;6.09;;;;;0 days 00:01:54.102103;0.00609;0.10042;;;;;;;;;0 days 00:07:15.219078;0.00143;0.05719;0.00631;;;;;1.0;yes_run;0.00241;0.00222;0.00288;0.00223;0.00236;0.00059;0.00028;0.00127;0.00052;0.00064;0.00241;0.00322;0.00287;0.00218;0.00236;0.00059;0.00118;0.00133;0.00054;0.00064;0.151;0.178;;11.125
Methavert_20211115_1;0.433;1.953;11.2897;4.6499;12.4482;0.3735;13.6304;7.218;139.5048;225.7945;7.6475;2.0971;2021-11-15_01_SNAC111912_src.csv;SNAC111912;10/11/21;1.69;1.2;True;;;;;Noise:20.0. Treshold: 300. s: [0.01];True;;;;;Noise:39.5591. Treshold: 100. s: [0.0371];False;;too many pics in important section(s) of the signal;Shift in pH 9.69-9.74. Derivative value 1.316 higher than 0.1;;Noise:0.0133. Treshold: 100. s: 0.2;;6.65;;9.72;5.16;;;5.16;9.72;;6.65;;4.96;9.21;6.12;;;9.59;;5.16;9.72;5.99;6.65;;;;0 days 00:02:23.567906;0.05154;0.1336;;;;;;;;;0 days 00:05:41.983092;0.00354;0.06857;0.00098;;;;;15.0;yes_run;0.00106;0.00076;0.0009;0.00101;0.00095;8e-05;0.00031;0.00053;-0.00014;3e-05;0.00106;0.00089;0.0009;0.00099;0.00095;8e-05;0.00043;0.00052;-0.00021;3e-05;0.158;0.123;;7.687
Methavert_20211115_2;0.316;1.8694;11.5573;4.7624;12.1175;0.393;13.3282;5.2673;133.5348;231.1466;7.6776;2.3498;2021-11-15_02_SNAC111912_src.csv;SNAC111912;10/11/21;1.66;1.2;True;;;;;Noise:23.1493. Treshold: 300. s: [0.0314];True;;;;;Noise:43.7505. Treshold: 100. s: [0.0538];False;;too many pics in important section(s) of the signal;Shift in pH 9.5-9.6. Derivative value 0.083 higher than 0.05;;Noise:0.0127. Treshold: 100. s: 0.2;;;;9.71;5.98;;;;9.71;5.98;;;;9.25;5.43;9.54;;9.75;;4.8;9.71;5.98;;;;;0 days 00:02:25.499433;0.01578;0.13924;;;;;;;;;0 days 00:06:36.860329;0.00263;0.0668;0.00286;;;;;8.19548;yes_run;0.00137;0.00069;0.00066;0.00167;0.00125;-9e-05;0.00013;0.00022;-0.00017;-0.0001;0.00137;0.00073;0.00066;0.00168;0.00125;-9e-05;0.00016;0.00022;-0.00021;-0.0001;0.152;0.118;;7.375
Methavert_20211213_1;0.1202;1.9609;11.3815;3.8794;11.9253;0.3253;12.9116;2.0046;140.0645;227.6311;7.6415;1.9657;2021-12-13_01_SNAC111912_src.csv;SNAC111912;29/11/21;1.59;1.2;True;;;;;Noise:23.3029. Treshold: 300. s: [0.0335];True;;;;;Noise:47.2828. Treshold: 100. s: [0.0147];False;;too many pics in important section(s) of the signal;Shift in pH 9.2-9.3. Derivative value 0.075 higher than 0.05;;Noise:0.0117. Treshold: 100. s: 0.2;;;;9.77;6.74;;;;9.77;;6.74;;;9.73;;9.29;3.82;;;4.8;9.77;6.13;6.74;;;;0 days 00:02:30.983338;0.00795;0.14316;;;;;;;;;0 days 00:06:40.625515;0.00104;0.07304;0.00256;;;;;13.6266;yes_run;0.00217;0.00068;0.00103;0.00249;0.00198;-5e-05;5e-05;0.00048;-0.00034;-6e-05;0.00217;0.00103;0.00103;0.0026;0.00198;-5e-05;0.00033;0.00051;0.00022;-6e-05;0.154;0.256;;16.0
Methavert_20211213_2;0.1152;1.8213;10.5796;3.7355;11.5825;0.3225;12.5322;1.9216;130.099;211.5933;7.7317;2.0727;2021-12-13_02_SNAC111912_src.csv;SNAC111912;29/11/21;1.64;1.19;True;;;;;Noise:30.0. Treshold: 300. s: [0.01];True;;;;;Noise:20.0. Treshold: 100. s: [0.01];True;;;;;Noise:0.0138. Treshold: 100. s: 0.2;;6.58;;9.76;;;;;9.76;6.58;;;4.82;9.63;;9.07;;8.15;;4.82;9.69;6.58;;;;;0 days 00:02:03.994469;0.03276;0.12902;;;;;;;;;0 days 00:08:46.596791;0.00098;0.0664;0.00291;;;;;9.26516;yes_run;0.00169;0.00054;0.00052;0.00212;0.00155;0.0;0.00027;0.00014;0.00015;-0.0;0.00169;0.00049;0.00057;0.0021;0.00155;0.0;0.00022;9e-05;0.00012;-0.0;0.157;0.17;;10.625
Methavert_20220124_1;0.0937;1.6433;8.8244;3.7834;10.1068;0.3743;11.0686;1.5629;117.3842;176.489;7.5707;2.1158;2022-01-24_01_SNAC111912_src.csv;SNAC111912;10/01/22;1.71;1.16;True;;;;;Noise:25.0791. Treshold: 300. s: [0.0099];True;;;;;Noise:28.5813. Treshold: 100. s: [0.0144];True;;;;;Noise:0.0135. Treshold: 100. s: 0.2;;6.63;;9.59;;;;;9.59;;6.63;;;9.4;;2.53;;3.7;;4.8;9.5;5.92;;;;;0 days 00:01:43.410361;0.03848;0.1032;;;;;;;;;0 days 00:05:49.658701;0.00078;0.05877;0.0024;;;;;1.06144;yes_run;0.00226;0.00138;0.00149;0.00262;0.00206;0.00024;0.00043;0.00075;8e-05;0.00019;0.00226;0.00144;0.00149;0.00261;0.00206;0.00024;0.00049;0.00075;0.00015;0.00019;0.153;0.048;;3.0
Methavert_20220124_2;0.0813;1.7376;10.1857;3.5305;11.2523;0.3137;12.1499;1.3563;124.1185;203.7147;7.6108;2.0079;2022-01-24_02_SNAC111912_src.csv;SNAC111912;10/01/22;1.73;1.18;True;;;;;Noise:25.5055. Treshold: 300. s: [0.0382];True;;;;;Noise:24.4136. Treshold: 100. s: [0.009];False;;too many pics in important section(s) of the signal;;;Noise:0.0136. Treshold: 100. s: 0.2;;6.49;;9.71;;;;;9.71;6.49;;;4.95;9.68;;9.28;;;;4.8;9.71;6.49;;;;;0 days 00:02:13.627981;0.02264;0.11775;;;;;;;;;0 days 00:06:23.279921;0.00066;0.06078;0.0036;;;;;15.0;yes_run;0.00169;0.00071;0.00066;0.00198;0.00156;0.00012;0.00026;0.00037;3e-05;0.00014;0.00169;0.0007;0.00066;0.00198;0.00156;0.00012;0.00025;0.00037;-9e-05;0.00014;0.157;0.061;;3.812
Methavert_20220221_1;0.8004;1.5071;8.2139;3.9143;9.4489;0.4142;10.4441;13.3406;107.6533;164.2796;7.4755;2.0344;2022-02-21_01_SNAC111912_src.csv;SNAC111912;21/02/22;1.67;1.16;True;;;;;Noise:31.3447. Treshold: 300. s: [0.051];True;;;;;Noise:40.0. Treshold: 100. s: [0.0099];True;;;;;Noise:0.0137. Treshold: 100. s: 0.2;;6.38;;9.65;9.1;;;4.46;9.1;6.38;9.65;;;9.38;;3.41;5.33;;;4.46;9.24;6.38;;;;;0 days 00:01:47.598525;0.00842;0.09837;;;;;;;;;0 days 00:03:54.649064;0.00684;0.05521;0.00311;;;;;1.0;yes_run;0.00744;0.00047;0.00105;0.00816;0.00671;0.00158;-0.0;-0.00057;-0.00031;0.00113;0.00744;0.00047;0.00111;0.00832;0.00671;0.00158;-0.0;-0.0006;0.00037;0.00113;0.152;0.055;;3.437
Methavert_20220221_3;0.2238;1.4341;7.221;3.4629;8.7088;0.3976;9.5892;3.731;102.4402;144.4218;7.6766;2.0592;2022-02-21_03_SNAC111912_src.csv;SNAC111912;21/02/22;1.83;1.14;True;;;;;Noise:42.8875. Treshold: 300. s: [0.0916];True;;;;;Noise:23.8001. Treshold: 100. s: [0.0115];False;;too many pics in important section(s) of the signal;Shift in pH 9.3-9.5. Derivative value 0.154 higher than 0.05;;Noise:0.0152. Treshold: 100. s: 0.2;;;;9.56;7.06;;;;9.56;;7.06;;4.41;9.21;;9.47;;9.64;;4.79;9.56;5.9;7.06;;;;0 days 00:01:28.370909;0.00795;0.07891;;;;;;;;;0 days 00:03:48.447761;0.00178;0.04904;0.00161;;;;;1.0;yes_run;0.00126;0.00074;0.00109;0.00141;0.00119;0.00015;0.00022;0.00061;-0.0002;0.00013;0.00126;0.00074;0.00109;0.00141;0.00119;0.00015;0.00022;0.00061;-0.00018;0.00013;0.155;0.017;;1.062
